"group_id","artifact_id","desc","tags"
"geronimo-spec","geronimo-spec-j2ee-connector","Geronimo Spec J2EE Connector","connector"
"easymock","easymockclassextension","EasyMock Class Extension",""
"com.hazelcast","hazelcast-client","Hazelcast Client","hazelcast=client"
"org.apache.ws.commons.schema","XmlSchema","Commons XMLSchema is a light weight schema object model that can be used to manipulate orgenerate a schema. It has a clean, easy to use API and can easily be integrated into an existing projectsince it has almost no dependencies on third party libraries.","schema=apache"
"org.apache.maven.scm","maven-scm-manager-plexus","SCM Plexus component.","scm=build=build-system=maven=apache=manager"
"org.apache.maven","maven-toolchain","Maven Toolchains","maven=build=build-system=apache"
"io.spray","spray-client_2.11","A suite of lightweight Scala libraries for building and consuming RESTful web services on top of Akka","io=client"
"org.immutables","value","Compile time annotations and compile time annotation processor to generate consistent value object usingeither abstract class, interface or annotation as a base.","annotation"
"org.apache.lucene","lucene-suggest","Lucene Suggest Module","index=lucene=apache"
"org.apache.camel","camel-jms","Camel JMS support","jms=queue=apache=client=message=camel"
"com.opencsv","opencsv","A simple library for reading and writing CSV in Java","csv=tabular"
"org.apache.struts","struts2-core","Struts 2 Core","web-framework=apache=web=framework"
"org.jboss.resteasy","resteasy-jaxb-provider","RESTEasy JAXB Provider","provider=xml=binding=jboss"
"org.scala-tools.testing","scalacheck_2.9.1","ScalaCheck","tools=testing=scala"
"io.spray","spray-testkit","A suite of lightweight Scala libraries for building and consuming RESTful web services on top of Akka","io=testing"
"com.sun.xml.fastinfoset","FastInfoset","FastInfoset","xml"
"org.w3c.css","sac","SAC is a standard interface for CSS parsers.","css=styles"
"org.seleniumhq.selenium","htmlunit-driver","WebDriver compatible driver for HtmlUnit headless browser","testing=selenium=htmlunit=driver"
"com.fasterxml.jackson.dataformat","jackson-dataformat-cbor","Support for reading and writing Concise Binary Object Representation([CBOR](https://www.rfc-editor.org/info/rfc7049)encoded data using Jackson abstractions (streaming API, data binding, tree model)","json"
"xml-apis","xml-apis-ext","xml-commons provides an Apache-hosted set of DOM, SAX, andJAXP interfaces for use in other xml-based projects. Our hope is that wecan standardize on both a common version and packaging scheme for thesecritical XML standards interfaces to make the lives of both our developersand users easier. The External Components portion of xml-commons containsinterfaces that are defined by external standards organizations. For DOM,that's the W3C; for SAX it's David Megginson and ...","xml=api"
"org.scala-lang","scala-actors","Deprecated Actors Library for Scala","scala=actor=concurrency"
"org.eclipse.mylyn.wikitext","wikitext.textile","WikiText Textile","eclipse"
"com.github.nscala-time","nscala-time_2.10","nscala-time","github=time=date"
"com.typesafe.play","twirl-api_2.10","twirl-api","typesafe=play-framework=template=api=engine"
"com.sun.grizzly","grizzly-servlet-webserver","Grizzly Servlet WebServer","servlet=webserver"
"org.codehaus.plexus","plexus-io","Plexus IO Components","io=codehaus"
"org.glassfish.jersey.test-framework","jersey-test-framework-core","Jersey Test Framework Core","testing=framework=webservice"
"org.apache.maven","maven-model-builder","The effective model builder, with inheritance, profile activation, interpolation, ...","model=build=builder=build-system=maven=apache"
"org.sonatype.sisu","sisu-inject-plexus","Sisu Inject Plexus : Legacy Wrapper","dependency-injection"
"org.jboss.byteman","byteman-bmunit","The Byteman bmunit jar provides integration of Byteman into TestNG and JUnit tests.","bytecode=jboss"
"org.jasig.cas","cas-server-core-services","cas-server-core-services","service=server"
"org.apache.tomcat","tomcat-coyote","Tomcat Connectors and HTTP parser","apache=webserver=server=tomcat"
"org.ops4j.pax.exam","pax-exam-container-forked","OPS4J Pax Exam Forked Test Container","container"
"org.springframework.ws","spring-ws-core","Spring WS Core","spring"
"org.mule.transports","mule-transport-sftp","A Mule transport for SFTP connectivity","transport=ftp=network"
"org.bouncycastle","bcmail-jdk15on","The Bouncy Castle Java S/MIME APIs for handling S/MIME protocols. This jar contains S/MIME APIs for JDK 1.5 and up. The APIs can be used in conjunction with a JCE/JCA provider such as the one provided with the Bouncy Castle Cryptography APIs. The JavaMail API and the Java activation framework will also be needed.",""
"org.jboss.weld.servlet","weld-servlet","Weld Servlet (Uber Jar)","servlet=jboss"
"com.typesafe.play","play-enhancer","play-enhancer","typesafe=play-framework"
"com.googlecode.efficient-java-matrix-library","ejml","A fast and easy to use dense matrix linear algebra library written in Java.","matrix=library=match=vector"
"org.glassfish.jersey.containers","jersey-container-grizzly2-http","Grizzly 2 Http Container.","container=http=webservice"
"org.georegression","georegression","GeoRegression is a free Java based geometry library for scientific computing in fields such as robotics and computer vision with a focus on 2D/3D space.",""
"org.springframework.boot","spring-boot-starter-aop","Starter for aspect-oriented programming with Spring AOP and AspectJ","spring=starter=aspect=aop"
"io.dropwizard.metrics","metrics-annotation","A dependency-less package of just the annotations used by other Metrics modules.","annotations=metrics=io"
"org.apache.spark","spark-hive_2.10","Spark Project Hive","spark=apache"
"com.clearspring.analytics","stream","A library for summarizing data in streams for which it is infeasible to store all events","streaming=processing=distributed=stream=analytics"
"org.webjars.npm","glob","WebJar for glob","web=assets"
"org.ojbc.bundles.shared","ojb-common","OJB :: OJB Common :: Shared","bundle"
"org.ojbc.bundles.shared","ojb-camel-common","OJB :: OJB Camel Common :: Shared","bundle=camel"
"com.linkedin.gobblin","gobblin-runtime","Gobblin Ingestion Framework","linkedin=runtime"
"com.typesafe.akka","akka-http-experimental_2.11","This module of Akka is marked as experimental, which means that it is in early access mode, which also means that it is not covered by commercial support. An experimental module doesn't have to obey the rule of staying binary compatible between minor releases. Breaking API changes may be introduced in minor releases without notice as we refine and simplify based on your feedback. An experimental module may be dropped in major releases without prior deprecation.","actor=experimental=akka=distributed=concurrency=typesafe=http"
"com.vladsch.flexmark","flexmark-ext-autolink","flexmark-java extension for turning plain URLs and email addresses into links",""
"io.snappydata","snappy-spark-core_2.11","TIBCO ComputeDB distributed data store and execution engine","spark=compression=io"
"org.apereo.cas","cas-server-core-cookie","cas-server-core-cookie","server"
"org.apereo.cas","cas-server-core-services-registry","cas-server-core-services-registry","service=registry=server"
"org.typelevel","cats-effect_2.11","cats-effect",""
"de.dentrassi.eclipse.neoscada.ide","org.eclipse.scada.configuration.script","Script Model (Incubation)","eclipse=ide=config=scripting"
"io.kamon","kamon-scala_2.12","kamon-scala","io=scala"
"de.wayofquality.blended","blended.akka_2.12","Provide OSGi services and API to use Actors in OSGi bundles with a shared ActorSystem.","concurrency=akka=actor=distributed"
"io.kamon","kamon-akka-2.5_2.12","kamon-akka-25","actor=akka=distributed=concurrency=io"
"org.eclipse.ditto","ditto-model-policies-enforcers","Eclipse Ditto is a framework for creating and managing digital twins in the IoT.","model=eclipse=policy"
"org.eclipse.ditto","ditto-services-models-amqp-bridge","Eclipse Ditto is a framework for creating and managing digital twins in the IoT.","model=queue=amqp=eclipse=bridge=service"
"opensymphony","sitemesh","SiteMesh is a web-page layout and decoration framework and web- application integration framework to aid in creating large sites consisting of many pages for which a consistent look/feel, navigation and layout scheme is required.",""
"avalon-framework","avalon-framework-api","Avalon Framework API","container=framework=api"
"javax.jws","jsr181-api","Web Services Metadata for Java","api=javax=specs=standard"
"org.eclipse.emf.edit","ui","EMF Edit UI","eclipse=ui"
"org.eclipse.wst.command","env","Environment Command Framework (headless)","eclipse"
"org.eclipse.jem","workbench","Java EMF Model Workbench Support","eclipse"
"springframework","spring-core","Spring Core","spring"
"geronimo-spec","geronimo-spec-servlet","Geronimo Spec Servlet","servlet"
"org.eclipse.jetty.aggregate","jetty-all","UberJar for Core Jetty features","eclipse=webserver=server=jetty"
"com.sun.jersey.contribs","jersey-spring","Jersey Spring","spring=webservice"
"org.springframework.osgi","spring-osgi-core","Spring/OSGi core classes. Offers OSGi-based application context and importer/exporter functionality.","spring=osgi"
"org.apache.maven.scm","maven-scm-api","The SCM API provides mechanisms to manage all SCM tools.","scm=build=build-system=maven=apache=api"
"org.eclipse.aether","aether-transport-wagon","A transport implementation based on Maven Wagon.","eclipse=transport"
"org.powerscala","powerscala-reflect_2.11","powerscala-reflect",""
"org.powerscala","powerscala-hierarchy_2.11","powerscala-hierarchy",""
"org.powerscala","powerscala-property_2.11","powerscala-property",""
"org.scala-tools.testing","specs_2.9.1","specs","tools=testing=scala=specs"
"org.apache.deltaspike.core","deltaspike-core-impl","Apache DeltaSpike Core Implementation","apache"
"org.eclipse.jetty","apache-jsp","Jetty :: Apache JSP Implementation","server=eclipse=webserver=apache=jsp=jetty"
"org.codehaus.jackson","jackson-mapper-lgpl","Data Mapper package is a high-performance data binding packagebuilt on Jackson JSON processor","mapping=codehaus"
"geronimo-spec","geronimo-spec-j2ee","Geronimo Spec J2EE",""
"org.apache.wicket","wicket-spring","Integration project to use Spring injection in your Wicket applications. See the wicket-spring-examples for integration patterns.","spring=apache=wicket"
"org.jboss.logging","jboss-logging-annotations","JBoss Logging I18n Annotations","logging=annotations=jboss"
"org.jboss.spec.javax.transaction","jboss-transaction-api_1.2_spec","Jakarta Transactions","jboss=api=transaction"
"net.javacrumbs.json-unit","json-unit","Contains basic assertJsonEquals() and Hamcrest matchers.","json"
"org.apache.directory.server","apacheds-core","Server's core contains the JNDI provider, interceptors, schema, anddatabase subsystems. The core is the heart of the server without protocolsenabled.","server=apache=directory"
"org.jooq","jooq","JOOQ",""
"io.netty","netty-tcnative","A Mavenized fork of Tomcat Native which incorporates various patches. This artifact is dynamically linkedto OpenSSL and Apache APR.","io=network=netty=socket"
"net.serenity-bdd","serenity-core","Serenity core libraries",""
"com.typesafe.play","play-java_2.10","Play-Java","typesafe=play-framework"
"org.apache.maven.wagon","wagon-http","Wagon provider that gets and puts artifacts through HTTP(S) using Apache HttpClient-4.x.","build=build-system=maven=apache=http"
"asm","asm-all","ASM All","bytecode"
"logkit","logkit","Logkit","logging"
"com.typesafe.akka","akka-remote_2.10","Akka is a toolkit for building highly concurrent, distributed, and resilient message-driven applications for Java and Scala.","actor=communication=akka=remote=distributed=concurrency=typesafe=remoting"
"com.typesafe.play","play-specs2_2.11","Play-Specs2","typesafe=specs=testing=play-framework"
"org.codehaus.plexus","plexus-resources","A component to transparently retrieve resources from the filesystem, classpath or internet.","resource=codehaus=classpath"
"com.netflix.ribbon","ribbon-core","ribbon-core",""
"org.apache.xmlgraphics","batik-transcoder","Batik SVG transcoder","graphics=svg=apache"
"org.drools","drools-compiler","Drools :: Compiler","rule-engine=compiler"
"org.jasig.cas","cas-server-core-tickets","cas-server-core-tickets","server"
"eu.codearte.catch-exception","catch-exception","Catch throwables (not only exceptions)","exception"
